nombre_comuna;nombre_barrio;zona;sitio_atencion;direccion_sitio_atencion;disciplina_y_o_actividad;Lunes;Martes;Miercoles;Jueves;Viernes;sabado;Domingo;hora_inicio;hora_fin;corregimiento;vereda;nivel deportivo;programa;MONITOR;nombre grupo
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA II;K 49A # 46 00;FUTBOL;;Martes;;Jueves;;;;9:30:00; 11:00:00;;408;Fundamentacion;Deporvida;JUAN carlos GONZALEZ WALLENS;-
15;Vallado;Urbana;PARQUE RECREATIVO LOS BOMBEROS EL VALLADO II;K 56 # 39F 00;FUTBOL;;;Miercoles;;Viernes;;;19:00:00; 21:00:00;;435;Fundamentacion;Deporvida;JUAN carlos GONZALEZ WALLENS;-
15;Ciudad Cordoba;Urbana;SKATEPARK CIUDAD CORDOBA;K 42B # 51 100;FUTBOL;;;Miercoles;;Viernes;;;7:00:00; 09:30:00;;476;Fundamentacion;Deporvida;JUAN carlos GONZALEZ WALLENS;-
15;Vallado;Urbana;PARQUE RECREATIVO LA AMISTAD EL VALLADO II;KR 38  CL 56;RUGBY;;Martes;;Jueves;;;;19:00:00; 20:30:00;;477;Fundamentacion;Deporvida;JEAN PIERRE TOBON CASTILLA;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;AJEDREZ;;Martes;;Jueves;;;;15:30:00; 17:00:00;;221;Base;Deporvida;GUALBERTO  CASTILLO CORTES;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;AJEDREZ;;;Miercoles;;Viernes;;;10:00:00; 11:30:00;;420;Base;Deporvida;GUALBERTO  CASTILLO CORTES;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA II;K 49A # 46 00;BALONCESTO;Lunes;;Miercoles;;;;;16:00:00; 17:30:00;;282;Base;Deporvida;WENDY paola ANGULO MARTINEZ;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA II;K 49A # 46 00;BALONCESTO;;Martes;Miercoles;;;;;8:30:00; 10:00:00;;283;Base;Deporvida;WENDY paola ANGULO MARTINEZ;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;BALONCESTO;;;;;Viernes;;;16:00:00; 17:30:00;;464;Fundamentacion;Deporvida;WENDY paola ANGULO MARTINEZ;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;BALONCESTO;;;Miercoles;;;;;17:30:00; 19:00:00;;464;Fundamentacion;Deporvida;WENDY paola ANGULO MARTINEZ;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;FUTBOL SALA;Lunes;;Miercoles;;;;;15:00:00; 16:30:00;;211;Base;Deporvida;JOHANY  CELORIO ARBOLEDA;-
15;Ciudad Cordoba;Urbana;Polideportivo Ciudad Cordoba Sec 3A Y 3B;C 50 # 41E 3;FUTBOL SALA;;Martes;;Jueves;;;;16:30:00; 18:00:00;;212;Base;Deporvida;JOHANY  CELORIO ARBOLEDA;-
15;Los Comuneros I Etapa;Urbana;PARQUE RECREATIVO EL PASCUALITO COMUNEROS I;K 29A # 51 00;FUTBOL SALA;;Martes;;Jueves;;;;15:00:00; 16:30:00;;213;Base;Deporvida;ASMED  CAICEDO ANGULO;-
15;Los Comuneros I Etapa;Urbana;PARQUE RECREATIVO EL PASCUALITO COMUNEROS I;K 29A # 51 00;FUTBOL SALA;Lunes;;Miercoles;;;;;17:30:00; 19:00:00;;214;Fundamentacion;Deporvida;ASMED  CAICEDO ANGULO;-
15;Mojica;Urbana;PARQUE RECREATIVO LA BOMBONERA MOJICA I;K 28D 2 # 81 00;FUTBOL SALA;Lunes;;;;Viernes;;;15:30:00; 17:00:00;;215;Irradiacion;Deporvida;YESID  ZAPATA ZAPE;-
15;Llano Verde;Urbana;PARQUE DEL AMOR LLANO VERDE;K 49I # 57 00;FUTBOL SALA;Lunes;;Miercoles;;;;;15:30:00; 16:30:00;;217;Base;Deporvida;SURYS DANIELA QUIÃ‘ONES ANTES;-
15;Llano Verde;Urbana;PARQUE DEL AMOR LLANO VERDE;K 49I # 57 00;FUTBOL SALA;;;Miercoles;;Viernes;;;16:30:00; 18:00:00;;218;Base;Deporvida;SURYS DANIELA QUIÃ‘ONES ANTES;-
15;Ciudad Cordoba;Urbana;FUNDACION FUNDENID;C 55B # 47 97;FUTBOL SALA;;Martes;;;;;;13:30:00; 15:00:00;;219;Base;Deporvida;ABDON PRIMERO HINESTROZA IBARGUEN;-
15;Ciudad Cordoba;Urbana;FUNDACION FUNDENID;C 55B # 47 97;FUTBOL SALA;;;;Jueves;;;;13:30:00; 15:30:00;;219;Base;Deporvida;ABDON PRIMERO HINESTROZA IBARGUEN;-
15;Ciudad Cordoba;Urbana;FUNDACION FUNDENID;C 55B # 47 97;FUTBOL SALA;;Martes;;Jueves;;;;15:30:00; 17:00:00;;220;Base;Deporvida;ABDON PRIMERO HINESTROZA IBARGUEN;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;FUTBOL SALA;Lunes;;Miercoles;;;;;15:30:00; 17:00:00;;249;Base;Deporvida;JUAN Gilberto NuÃ±EZ CASTILLO;-
15;Laureano Gomez;Urbana;Unidad Recreativa Laurenao Gomez;C 50 # 30A 52;FUTBOL SALA;;Martes;;Jueves;;;;8:00:00; 09:30:00;;253;Base;Deporvida;JOHN RENE ROMERO GUITIERREZ;-
15;Laureano Gomez;Urbana;Unidad Recreativa Laurenao Gomez;C 50 # 30A 52;FUTBOL SALA;;Martes;;Jueves;;;;9:30:00; 11:00:00;;254;Irradiacion;Deporvida;JOHN RENE ROMERO GUITIERREZ;-
15;Mojica;Urbana;COLEGIO CARLOS HOLGUIN MALLARINO;C 55A # 30B 50;FUTBOL SALA;;;Miercoles;;Viernes;;;10:30:00; 12:00:00;;275;Base;Deporvida;YESID  ZAPATA ZAPE;-
15;Ciudad Cordoba;Urbana;CANCHA SINTETICA BAJO CIUDAD CORDOBA;KR 41D CL 54;FUTBOL SALA;Lunes;;;;;;;16:30:00; 18:00:00;;297;Irradiacion;Deporvida;JOHANY  CELORIO ARBOLEDA;-
15;Ciudad Cordoba;Urbana;CANCHA SINTETICA BAJO CIUDAD CORDOBA;KR 41D CL 54;FUTBOL SALA;;;Miercoles;;;;;17:00:00; 18:30:00;;297;Irradiacion;Deporvida;JOHANY  CELORIO ARBOLEDA;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;FUTBOL SALA;;Martes;;Jueves;;;;9:00:00; 10:30:00;;298;Base;Deporvida;JUAN Gilberto NuÃ±EZ CASTILLO;-
15;Los Comuneros I Etapa;Urbana;PARQUE RECREATIVO EL PASCUALITO COMUNEROS I;K 29A # 51 00;FUTBOL SALA;Lunes;;Miercoles;;;;;16:00:00; 17:30:00;;340;Irradiacion;Deporvida;ABDON PRIMERO HINESTROZA IBARGUEN;-
15;El Morichal;Urbana;PARQUE RECREATIVO MORICHAL 4;K 42C # 55 00;FUTBOL SALA;;Martes;;Jueves;;;;19:00:00; 20:00:00;;389;Base;Deporvida;JOVANNY DE JESUS MADERO MADERO CUJIA;-
15;El Morichal;Urbana;PARQUE RECREATIVO MORICHAL 4;K 42C # 55 00;FUTBOL SALA;;Martes;;Jueves;;;;20:00:00; 21:00:00;;390;Irradiacion;Deporvida;JOVANNY DE JESUS MADERO MADERO CUJIA;-
15;Los Comuneros I Etapa;Urbana;PARQUE RECREATIVO EL PASCUALITO COMUNEROS I;K 29A # 51 00;FUTBOL SALA;Lunes;;Miercoles;;;;;16:00:00; 17:30:00;;396;Irradiacion;Deporvida;ASMED  CAICEDO ANGULO;-
15;Llano Verde;Urbana;PARQUE DEL AMOR LLANO VERDE;K 49I # 57 00;FUTBOL SALA;;;Miercoles;;Viernes;;;18:00:00; 19:30:00;;397;Fundamentacion;Deporvida;SURYS DANIELA QUIÃ‘ONES ANTES;-
15;Laureano Gomez;Urbana;Unidad Recreativa Laurenao Gomez;C 50 # 30A 52;FUTBOL SALA;;;;;Viernes;;;8:00:00; 09:30:00;;458;Base;Deporvida;JOHN RENE ROMERO GUITIERREZ;-
15;Laureano Gomez;Urbana;Unidad Recreativa Laurenao Gomez;C 50 # 30A 52;FUTBOL SALA;;;Miercoles;;;;;8:00:00; 21:30:00;;458;Base;Deporvida;JOHN RENE ROMERO GUITIERREZ;-
15;Vallado;Urbana;CANCHA MULTIPLE SULEY EL VALLADO I;KR 39H CL 49;FUTBOL SALA;;Martes;;Jueves;;;;16:00:00; 17:30:00;;465;Base;Deporvida;JOVANNY DE JESUS MADERO MADERO CUJIA;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;FUTBOL SALA;;Martes;;;;;;15:30:00; 17:00:00;;466;Fundamentacion;Deporvida;JUAN Gilberto NuÃ±EZ CASTILLO;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;FUTBOL SALA;;;;;Viernes;;;16:40:00; 18:00:00;;466;Fundamentacion;Deporvida;JUAN Gilberto NuÃ±EZ CASTILLO;-
15;Ciudad Cordoba;Urbana;CANCHA MULTIPLE CIUDAD CORDOBA 1a;K 49C # 51;PATINAJE;;Martes;;Jueves;;;;17:00:00; 18:30:00;;176;Base;Deporvida;MARIANA  ARBELAEZ RIOS;-
15;Llano Verde;Urbana;CANCHA MULTIPLE EL ARBOL;K 44B # 56 00;PATINAJE;;;Miercoles;Jueves;;;;15:00:00; 16:30:00;;177;Base;Deporvida;MARIANA  ARBELAEZ RIOS;-
15;El Morichal;Urbana;PARQUE RECREATIVO MORICHAL 1;KR 44B CL 56E;PATINAJE;Lunes;;Miercoles;;;;;18:30:00; 20:00:00;;281;Irradiacion;Deporvida;MARIANA  ARBELAEZ RIOS;-
15;Vallado;Urbana;CANCHA BALONCESTO LA COLMENA;C 52 # 41 00;PATINAJE;Lunes;;;;Viernes;;;15:00:00; 16:30:00;;326;Base;Deporvida;MARIANA  ARBELAEZ RIOS;-
15;Laureano Gomez;Urbana;Unidad Recreativa Laurenao Gomez;C 50 # 30A 52;NATACION;;Martes;;Jueves;;;;9:00:00; 10:00:00;;209;Base;Deporvida;ANDRES felipe GALVIS SANTA;-
15;Laureano Gomez;Urbana;Unidad Recreativa Laurenao Gomez;C 50 # 30A 52;NATACION;;Martes;;Jueves;;;;10:00:00; 11:00:00;;210;Irradiacion;Deporvida;ANDRES felipe GALVIS SANTA;-
15;El Morichal;Urbana;PARQUE RECREATIVO MORICHAL 2A;C 55C # 44 00;FUTBOL SALA;;Martes;;Jueves;;;;9:00:00; 10:30:00;;367;Irradiacion;Deporvida;JHON ALEXANDER ROJAS RIVERA;-
15;AHDI- Basuro Navarro;Urbana;Cancha Multiple Ciudad Pacifica;K 121 # 47A;FUTBOL SALA;Lunes;;Miercoles;;;;;16:00:00; 17:00:00;;428;Irradiacion;Deporvida;IVAN dario BAHAMON GUALDRON;
15;Ciudad Cordoba;Urbana;Polideportivo Ciudad Cordoba, SKATE PARK;C 50  # 42B - 00;BMX FREESTYLE;Lunes;;Miercoles;;;;;4:00.pm-4:00.pm;5:30.pm-5:30.pm;;;No aplica;Vertigo;JHONNY CERON;VT-BMX FREESTYLE-C15-JHONNY CERON -SKATEPARK CORDOBA-G02
15;Ciudad Cordoba;Urbana;Polideportivo Ciudad Cordoba, SKATE PARK;C 50  # 42B - 00;MOTO STUNT;;Martes;;;Viernes;;;7:30.pm-7:30.pm;9:00.pm-9:00.pm;;;No aplica;Vertigo;EDER RAMIREZ;VT-MOTO STUNT-C15-EDER RAMIREZ-CORDOBA-G02
15;Mojica;Urbana;Institución Educativa Isaías Duarte Cancino;C96 # 28E3-02;PARKOUR;;Martes;;Jueves;;;;1:30.pm-1:30.pm;3:00.pm-3:00.pm;;;No aplica;Vertigo;ALEYK SINISTERRA;VT-PARKOUR-C14-ALEYK SINISTERRA-G02
15;Ciudad Cordoba;Urbana;Polideportivo Ciudad Cordoba, SKATE PARK;C 50  # 42B - 00;PARKOUR;Lunes;;Miercoles;;;;;7:00.pm-7:00.pm;8:30.pm-8:30.pm;;;No aplica;Vertigo;WALTER RODRIGUEZ;VT-PARKOUR-C15-WALTER RODRIGEZ-G01
15;Ciudad Cordoba;Urbana;Polideportivo Ciudad Cordoba, SKATE PARK;C 50  # 42B - 00;ROLLER FREESTYLE;Lunes;;;;;Sabado;;4:30.pm-4:30.pm;6:00.pm-6:00.pm;;;No aplica;Vertigo;CARLOS FEIJOO;VT-ROLLER FREESTYLE SKATEPARK-C15-CARLOS FEIJOO- CIUDAD CORDOBA-G01
15;Ciudad Cordoba;Urbana;Polideportivo Ciudad Cordoba, SKATE PARK;C 50  # 42B - 00;SKATEBOARDING;;;;;;Sabado;;4:00.pm;7:00.pm;;;No aplica;Vertigo;ANDRES MEJIA;VT-SKATEBOARDING-C15 -ANDRES MEJIA -CIUDAD CORDOBA-G03
15;Ciudad Cordoba;Urbana;Polideportivo Ciudad Cordoba, SKATE PARK;C 50  # 42B - 00;SKATEBOARDING;;Martes;;Jueves;;;;7:30.pm-7:30.pm;9:00.pm-9:00.pm;;;No aplica;Vertigo;ANDRES MEJIA;VT-SKATEBOARDING-C15-ANDRES MEJIA-CIUDAD CORDOBA -G02
15;Ciudad Cordoba;Urbana;Polideportivo Ciudad Cordoba, SKATE PARK;C 50  # 42B - 00;SKATEBOARDING;;Martes;;Jueves;;;;3:00.pm-3:00.pm;4:30.pm-4:30.pm;;;No aplica;Vertigo;ANTONIO CHAMAT;VT-SKATEBOARDING-C15-ANTONIO CHAMAT- CIUDAD CORDOBA G01
16;Antonio Nariño;Urbana;Parque Recreativo Antonio Nariño;K 40 # 43 - 00;FUNCIONAL;;Martes;;;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;JULIAN FLOYD;ACT -C-19-JULIAN.F-G6-EL PARCHE
16;Mariano Ramos;Urbana;POLIDEPORTIVO SPORT BOYS;K 48 # 44 - 00;FUNCIONAL;;Martes;;Jueves;;;;7:00.am-8:15.am;8:00.am-9:15.am;;;No aplica;ActivaMente;CARMEN GAMBOA;ACT-C-16-CARMEN G-G05- GRUPO FLOR VALLE
16;Mariano Ramos;Urbana;UNIDAD RECREATIVA MARIANO RAMOS;K 48 # 38-00;FUNCIONAL;Lunes;;;;;;;2:00.pm;3:00.pm;;;No aplica;ActivaMente;FABIAN MORALES;ACT-C-16-FABIAN M-G1- LAS GASELAS
16;Mariano Ramos;Urbana;UNIDAD RECREATIVA MARIANO RAMOS;K 48 # 38-00;FUNCIONAL;Lunes;;;;;;;2:00.pm;3:00.pm;;;No aplica;ActivaMente;FABIAN MORALES;ACT-C-16-FABIAN M-G2-  INNOVADORAS
16;Mariano Ramos;Urbana;UNIDAD RECREATIVA MARIANO RAMOS;K 48 # 38-00;FUNCIONAL;Lunes;;;;;;;3:00.pm;4:00.pm;;;No aplica;ActivaMente;FABIAN MORALES;ACT-C-16-FABIAN M-G3- CORAZON DEL VALLE
16;Antonio Nariño;Urbana;Caseta Comunal Antonio Nariño;K 40 # 43 -  03;FUNCIONAL;;Martes;;;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;FABIAN MORALES;ACT-C-16-FABIAN M-G4- FLORES DEL CAMPO
16;Mariano Ramos;Urbana;UNIDAD RECREATIVA MARIANO RAMOS;K 48 # 38-00;FUNCIONAL;;;Miercoles;Jueves;;;;7:15.am-7:15.am;8:15.am-8:15.am;;;No aplica;ActivaMente;FABIAN MORALES;ACT-C-16-FABIAN M-G5- LAS VALLE CAUCANAS
16;Mariano Ramos;Urbana;UNIDAD RECREATIVA MARIANO RAMOS;K 48 # 38-00;FUNCIONAL;;;Miercoles;Jueves;;;;7:15.am-7:15.am;8:15.am-7:15.am;;;No aplica;ActivaMente;FABIAN MORALES;ACT-C-16-FABIAN M-G6- SOL BRILLANTE
16;Mariano Ramos;Urbana;UNIDAD RECREATIVA MARIANO RAMOS;K 48 # 38-00;FUNCIONAL;;;Miercoles;Jueves;;;;6:15.am-6:15.am;7:15.am-7:15.am;;;No aplica;ActivaMente;FABIAN MORALES;ACT-C-16-FABIAN M-G7- FLOR DEL VALLE
16;República de Israel;Urbana;CANCHA REPUBLICA DE ISRAEL;C 46 CON K 43;FUNCIONAL;Lunes;;;;;;;6:00.am;7:00.am;;;No aplica;ActivaMente;GUILLERMO SAAC;ACT-C-16-GUILLERMO S-G01- SIEMPRE UNIDOS
16;República de Israel;Urbana;CANCHA REPUBLICA DE ISRAEL;C 46 CON K 43;FUNCIONAL;;;;;Viernes;;;7:30.am;8:30.am;;;No aplica;ActivaMente;GUILLERMO SAAC;ACT-C-16-GUILLERMO S-G010-CAMINO A LA VIDA
16;Unión de Vivienda Popular;Urbana;UNIDAD RECREATIVA  MARINO RENGIFO;K 41H # 38-75;FUNCIONAL;Lunes;;;;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;GUILLERMO SAAC;ACT-C-16-GUILLERMO S-G02- CORAZON DE PAZ
16;Unión de Vivienda Popular;Urbana;Polideportivo Cristo Maestro Barrio Union De Vivienda Popular;K  41H  # 44-65;FUNCIONAL;Lunes;;;;;;;8:00.am;9:00.am;;;No aplica;ActivaMente;GUILLERMO SAAC;ACT-C-16-GUILLERMO S-G03- MIS BELLOS ANHELOS
16;Mariano Ramos;Urbana;PARQUE RECREATIVO LA VIRGEN  MARIANO RAMOS;K 47 # 40 - 00;FUNCIONAL;;Martes;;;;;;6:30.am;7:30.am;;;No aplica;ActivaMente;GUILLERMO SAAC;ACT-C-16-GUILLERMO S-G04- GRUPO SAN JUAQUIN
16;Antonio Nariño;Urbana;Parque Recreativo Antonio Nariño;K 40 # 43 - 00;FUNCIONAL;;;Miercoles;;;;;7:30.am;8:30.am;;;No aplica;ActivaMente;GUILLERMO SAAC;ACT-C-16-GUILLERMO S-G06- AURORAS CHEVERES
16;Antonio Nariño;Urbana;Parque Recreativo Antonio Nariño;K 40 # 43 - 00;FUNCIONAL;;;;Jueves;;;;7:30.am;8:30.am;;;No aplica;ActivaMente;GUILLERMO SAAC;ACT-C-16-GUILLERMO S-G08- FLOR DEL CAMPO
16;Ciudad 2000;Urbana;Polideportivo Ciudad 2000;C 34 # 68 - 00;FUNCIONAL;;;;;Viernes;;;6:30.am;7:30.am;;;No aplica;ActivaMente;GUILLERMO SAAC;ACT-C-16-GUILLERMO S-G09- GRUPO CUIDAD 2000
16;Mariano Ramos;Urbana;PARQUE RECREATIVO LA VIRGEN  MARIANO RAMOS;K 47 # 40 - 00;FUNCIONAL;;;;Jueves;;;;8:10.am;9:10.am;;;No aplica;ActivaMente;MIGUEL CASTRILLON;ACT-C-16-MIGUEL C-G01- GRUPO SAN JUAQUIN
16;Brisas del Limonar;Urbana;CANCHA BRISAS DEL LIMONAR;C 28   K 58;FUNCIONAL;;Martes;;;;;;7:00.pm;8:30.pm;;;No aplica;ActivaMente;RODOLFO VALENCIA;ACT-C-16-RODOLFO V-G7- EPOCAS DORADAS
16;República de Israel;Urbana;CANCHA REPUBLICA DE ISRAEL;C 46 CON K 43;FUNCIONAL;Lunes;;Miercoles;;;;;7:00.am-7:00.am;8:00.am-8:00.am;;;No aplica;ActivaMente;JHON VELASCO;ACT-C4-JHON.VELASCO-G01-LAS DELICIAS
16;Unión de Vivienda Popular;Urbana;Unidad Recreativa Marino Rengifo;K 41H # 38-75;ACTIVIDAD FÍSICA Y RECREACIÓN ADAPTADA;Lunes;Martes;;;;;;3:00.pm-3:00.pm;4:30.pm-4:30.pm;;;No aplica;Cali Incluyente;VALENTINA ARDILA;CI - ACTIVIDAD FISICA Y RECREACIÓN ADAPTADA - C16 - G01
16;Unión de Vivienda Popular;Urbana;POLIDEPORTIVO CRISTO MAESTRO;CRA 41H #44-65;ACTIVIDAD FÍSICA Y RECREACIÓN ADAPTADA;Lunes;;Miercoles;;;;;9:00.am-9:00.am;10:30.am-10:30.am;;;No aplica;Cali Incluyente;JOSE LOPEZ;CI - ACTIVIDAD FISICA Y RECREACIÓN ADAPTADA - C16 - G02
16;Unión de Vivienda Popular;Urbana;POLIDEPORTIVO CRISTO MAESTRO;CRA 41H #44-65;BALONCESTO EN SILLA DE RUEDAS;;;Miercoles;;Viernes;;;4:00.pm-4:00.pm;5:30.pm-5:30.pm;;;No aplica;Cali Incluyente;WILSON MESA;CI - BALONCESTO SILLA DE RUEDAS - C16 - G01
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;9:05.am;10:00.am;;;No aplica;Cali juega;MARIA MANZANO;CJ-ADOYJUV -C16-IECHT-SDC-NOV3
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;Martes;;;;;;11:05.am;12:00.pm;;;No aplica;Cali juega;VANESA ROQUEME;CJ-ADOYJUV-C16-IECHT-SDC-DEC1
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;;Viernes;;;7:40.am;8:35.am;;;No aplica;Cali juega;MARIA MANZANO;CJ-ADOYJUV-C16-IECHT-SDC-DEC2
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;Miercoles;;;;;12:00.am;12:45.pm;;;No aplica;Cali juega;MARIA MANZANO;CJ-ADOYJUV-C16-IECHT-SDC-DEC3
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;Martes;;;;;;9:05.am;10:00.am;;;No aplica;Cali juega;VANESA ROQUEME;CJ-ADOYJUV-C16-IECHT-SDC-NOV1
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;Martes;;;;;;10:00.am;10:50.am;;;No aplica;Cali juega;VANESA ROQUEME;CJ-ADOYJUV-C16-IECHT-SDC-NOV2
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;Miercoles;;;;;11:00.am;12:00.pm;;;No aplica;Cali juega;MARIA MANZANO;CJ-ADOYJUV-C16-IECHT-SDC-OCT1
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;12:00.am;12:45.am;;;No aplica;Cali juega;MARIA MANZANO;CJ-ADOYJUV-C16-IECHT-SDC-OCT2
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;11:05.am;12:00.am;;;No aplica;Cali juega;MARIA MANZANO;CJ-ADOYJUV-C16-IECHT-SDC-OCT3
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;;Viernes;;;12:00.pm;12:45.pm;;;No aplica;Cali juega;JORGE RAMOS;CJ-ADOYJUV-C16-IECHT-SDC-ONC1
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;10:00.am;10:50.am;;;No aplica;Cali juega;JORGE RAMOS;CJ-ADOYJUV-C16-IECHT-SDC-ONC2
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;7:40.am;8:35.am;;;No aplica;Cali juega;JORGE RAMOS;CJ-ADOYJUV-C16-IECHT-SDC-ONC3
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;Miercoles;;;;;10:00.am;10:50.am;;;No aplica;Cali juega;BRYAN LEON;CJ-ADOYJUV-C16-IECHT-SDC-SEP2
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;;Viernes;;;10:00.am;10:55.am;;;No aplica;Cali juega;BRYAN LEON;CJ-ADOYJUV-C16-IECHT-SDC-SEP3
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;Martes;;;;;;7:40.am;8:30.am;;;No aplica;Cali juega;VANESA ROQUEME;CJ-ADOYJUV-C16-IECHT-SDC-SEPT1
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;Miercoles;;;;;7:40.am;8:35.am;;;No aplica;Cali juega;BRYAN LEON;CJ-ADOYJUV-C16-IECHT-SDC-SEPT4
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;Miercoles;;;;;9:00.am;10:05.am;;;No aplica;Cali juega;BRYAN LEON;CJ-ADOYJUV-C16-IECHT-SDC-SEX1
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;;Viernes;;;9:05.am;10:00.am;;;No aplica;Cali juega;BRYAN LEON;CJ-ADOYJUV-C16-IECHT-SDC-SEX2
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;;Viernes;;;11:05.am;12:00.pm;;;No aplica;Cali juega;BRYAN LEON;CJ-ADOYJUV-C16-IECHT-SDC-SEX3
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;Martes;;;;;;6:40.am;7:35.am;;;No aplica;Cali juega;VANESA ROQUEME;CJ-ADOYJUV-C16-IECHT-SDC-SEX4
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;9:30.am;10:20.am;;;No aplica;Cali juega;VANESA ROQUEME;CJ-ADOYJUV-C16-IECHT-SLF-DEC
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;8:40.am;9:30.am;;;No aplica;Cali juega;VANESA ROQUEME;CJ-ADOYJUV-C16-IECHT-SLF-NOV
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;Miercoles;;;;;11:40.am;12:20.pm;;;No aplica;Cali juega;YERALDI MANZANO;CJ-ADOYJUV-C16-IECHT-SLF-OCT1
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;7:40.am;8:40.am;;;No aplica;Cali juega;YERALDI MANZANO;CJ-ADOYJUV-C16-IECHT-SLF-OCT2
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;;Jueves;;;;10:50.am;11:40.am;;;No aplica;Cali juega;VANESA ROQUEME;CJ-ADOYJUV-C16-IECHT-SLF-ONC
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;Miercoles;;;;;9:30.am;10:20.am;;;No aplica;Cali juega;YERALDI MANZANO;CJ-ADOYJUV-C16-IECHT-SLF-SEPT1
16;Antonio Nariño;Urbana;IE CARLOS HOLMES TRUJILLO;Cra 43. Calle 44;REDCREACCION;;;Miercoles;;;;;10:50.am;11:40.am;;;No aplica;Cali juega;YERALDI MANZANO;CJ-ADOYJUV-C16-IECHT-SLF-SEPT2
