nombre_comuna;nombre_barrio;zona;sitio_atencion;direccion_sitio_atencion;disciplina_y_o_actividad;Lunes;Martes;Miercoles;Jueves;Viernes;sabado;Domingo;hora_inicio;hora_fin;corregimiento;vereda;nivel deportivo;programa;MONITOR;nombre grupo
8;Urbanizacion La Base;Urbana;PARQUE RECREATIVO NUEVA BASE;K 12 # 64 05;BALONCESTO;Lunes;;Miercoles;;;;;19:30:00; 20:30:00;;269;Apropiacion;Deporvida;FANNOR ALEXIS FILIGRANA HERRERA;-
8;Urbanizacion La Base;Urbana;PARQUE RECREATIVO NUEVA BASE;K 12 # 64 05;BALONCESTO;Lunes;;Miercoles;;;;;18:30:00; 19:30:00;;270;Irradiacion;Deporvida;FANNOR ALEXIS FILIGRANA HERRERA;-
8;Urbanizacion La Base;Urbana;PARQUE RECREATIVO NUEVA BASE;K 12 # 64 05;BALONCESTO;;Martes;;Jueves;;;;17:00:00; 18:00:00;;271;Irradiacion;Deporvida;FANNOR ALEXIS FILIGRANA HERRERA;-
8;Las Americas;Urbana;COLISEO LAS AMERICAS;K 12 # 36 00;FUTBOL SALA;Lunes;;Miercoles;;Viernes;;;14:00:00; 15:30:00;;384;Irradiacion;Deporvida;SARA  VELASQUEZ VILLOTA;-
8;EL Trebol;Urbana;salon comunal el trebol;K 14 # 58 1;KARATE-DO;;;;Jueves;;;;13:30:00; 15:00:00;;226;Base;Deporvida;ALAN JIMENO PAZ RIVADENEIRA;-
8;Chapinero;Urbana;I.E ALBERTO CARAVAJAL  BORRERO- sede cacique de guatavita;C 54 # 15A 20;KARATE-DO;;;;Jueves;Viernes;;;10:00:00; 12:00:00;;227;Irradiacion;Deporvida;ALAN JIMENO PAZ RIVADENEIRA;-
8;Villa Colombia;Urbana;PARQUE RECREATIVO INFANTIL VILLA COLOMBIA;K 12E # 49 00;KARATE-DO;;Martes;;;;;;13:30:00; 15:00:00;;228;Irradiacion;Deporvida;ALAN JIMENO PAZ RIVADENEIRA;-
8;Chapinero;Urbana;I.E ALBERTO CARAVAJAL  BORRERO- sede cacique de guatavita;C 54 # 15A 20;KARATE-DO;;Martes;Miercoles;;;;;8:30:00; 10:00:00;;229;Irradiacion;Deporvida;ALAN JIMENO PAZ RIVADENEIRA;-
8;Las Americas;Urbana;COLISEO LAS AMERICAS;K 12 # 36 00;KARATE-DO;;;;;;Sabado;;12:30:00; 14:00:00;;230;Fundamentacion;Deporvida;ALAN JIMENO PAZ RIVADENEIRA;-
8;Simon Bolivar;Urbana;SALON COMUNAL SIMON BOLIVAR;K 17B # 26 60;TENIS DE MESA;;Martes;;Jueves;;;;14:30:00; 16:00:00;;272;Base;Deporvida;PAULA ANDREA OCAMPO URBANO;-
8;Primitivo Crespo;Urbana;COLEGIO EVARISTO GARCIA - SEDE FERNANDO ARAGON;K 17F # 33A 80;TENIS DE MESA;Lunes;;;;Viernes;;;14:00:00; 15:30:00;;274;Base;Deporvida;PAULA ANDREA OCAMPO URBANO;-
8;Primitivo Crespo;Urbana;COLEGIO EVARISTO GARCIA - SEDE FERNANDO ARAGON;K 17F # 33A 80;TENIS DE MESA;;;Miercoles;;;;;12:00:00; 13:30:00;;355;Base;Deporvida;PAULA ANDREA OCAMPO URBANO;-
8;Municipal;Urbana;Parque Villa Colombia;K 12E 49-89;BREAKDANCE;;Martes;;Jueves;;;;7:30.pm-7:30.pm;9:00.pm-9:00.pm;;;No aplica;Vertigo;HANS MERCHAN;VT-BREAKDANCE-C12-HANS MERCHAN-G01
8;Municipal;Urbana;Parque Villa Colombia;K 12E 49-89;BREAKDANCE;;Martes;;Jueves;;;;8:00.pm-9:00.pm;10:30.pm-10:30.pm;;;No aplica;Vertigo;HANS MERCHAN;VT-BREAKDANCE-C12-HANS MERCHAN-G02
8;El Troncal;Urbana;PLAZA SKATE DE LA OCTAVA;K 8  # 35 - 00;SKATEBOARDING;Lunes;;Miercoles;;;;;7:30.pm-7:30.pm;9:00.pm-9:00.pm;;;No aplica;Vertigo;MICHEL PERRY;VT-SKATEBOARDING-C19-MICHEL PERRY-G01
9;Alameda;Urbana;Parque Alameda;C 7 CON K23;FUNCIONAL;Lunes;;;;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;JUAN GIRALDO;ACT-C-17-JUAN G-G2- CIUDAD MELEDEZ SALUDABLE
9;Aranjuez;Urbana;PARQUE LA VIRGEN;K 23B # 15A - 00;FUNCIONAL;Lunes;;;;Viernes;;;7:00.am-7:00.am;8:00.am-8:00.am;;;No aplica;ActivaMente;JHONATAN MEJIA;ACT-C-9-JHONATAN M -G01- GRUPO-LAS UNICAS
9;Manuel María Buenaventura;Urbana;SEDE COMUNAL MANUEL MARÍA BUENAVENTURA;Calle 17 #20-00;FUNCIONAL;;;Miercoles;;;;;3:00.pm;4:00.pm;;;No aplica;ActivaMente;JHONATAN MEJIA;ACT-C-9-JHONATAN M -G02- GRUPO-CARDIOVASCULAR
9;Barrio Obrero;Urbana;CANCHA SINTÉTICA PASCUAL OBRERO;Carrera 12 #22A-51;FUNCIONAL;Lunes;;;;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;KEVIN JUAJINOY;ACT-FUNCIONAL-C9-AMACER AMISTOSO-G04
9;Guayaquil;Urbana;CASETA COMUNAL GUAYAQUIL;C 13A # 18 - 63;FUNCIONAL;;;Miercoles;Jueves;;;;8:10.am-8:10.am;9:10.am-9:10.am;;;No aplica;ActivaMente;KEVIN JUAJINOY;ACT-FUNCIONAL-C9-DESTELLOS DE VIDA GUAYAQUIL-G03
9;Manuel María Buenaventura;Urbana;SEDE COMUNAL MANUEL MARÍA BUENAVENTURA;Calle 17 #20-00;FUNCIONAL;;Martes;;Jueves;;;;7:00.am-7:00.am;8:00.am-8:00.am;;;No aplica;ActivaMente;KEVIN JUAJINOY;ACT-FUNCIONAL-C9-INDEPENDIENTE-G02
9;Manuel María Buenaventura;Urbana;SEDE COMUNAL MANUEL MARÍA BUENAVENTURA;Calle 17 #20-00;FUNCIONAL;;;Miercoles;;Viernes;;;7:00.am-7:00.am;8:00.am-8:00.am;;;No aplica;ActivaMente;KEVIN JUAJINOY;ACT-FUNCIONAL-C9-NUEVO LATIR-G01
9;Aranjuez;Urbana;PARQUE LA VIRGEN;K 23B # 15A - 00;FUNCIONAL;Lunes;Martes;;Jueves;;;;8:30.pm-8:30.am-8:30.am;9:30.am-9:30.am-9:30.am;;;No aplica;ActivaMente;ALEXANDER BRAVO;ACT-JUNTOS SOMOS MAS-FUN-12-ALEXANDER BRAVO-4
9;Belalcazar;Urbana;Plazoleta frente a la Iglesia Santisima Trinidad;CLL 18 # 17C - 41;PRUEBA DE RUMBA;;Martes;;;;;;8:30.am;9:30.am;;;No aplica;ActivaMente;DIANA QUIÑONES;ACT-MUSICALIZADA-C9-BELALCAZAR-G02
9;Manuel María Buenaventura;Urbana;PARQUE CIEN PALOS;CRA 20 # 17 - 00;PRUEBA DE RUMBA;Lunes;;Miercoles;;;;;7:10.am-7:10.am;8:10.am-8:10.am;;;No aplica;ActivaMente;PAOLA FERNÁNDEZ;GO1 -PAOLA FERNANDEZ-GRUPO CIEN PALOS FITNESS -C9-ACT-FUNC
9;Guayaquil;Urbana;ASOPANID;Cra 17 #13A-67;ACTIVIDAD FÍSICA Y RECREACIÓN ADAPTADA;;;Miercoles;;;;;1:00.pm;2:30.pm;;;No aplica;Cali Incluyente;JUAN BERON;CI - ACTIVIDAD FISICA Y RECREACIÓN ADAPTADA - C9 - G01
9;Alameda;Urbana;Colegio Carmelitano del Valle;Cra 29 # 7-33;ACTIVIDAD FÍSICA Y RECREACIÓN ADAPTADA;;;Miercoles;;;;;7:00.am;9:00.am;;;No aplica;Cali Incluyente;MANUEL CABRERA;CI - ACTIVIDAD FISICA Y RECREACIÓN ADAPTADA - C9 - G02
9;Sucre;Urbana;UTS COLIBRI;C 18 # 8A - 15;JUEGO EN ACCION PARA UNA INFANCIA MEJOR;;;Miercoles;;;;;9:15.am;10:00.am;;;No aplica;Cali juega;DAYANA CARABALI;CJ-PI-C9-UTSCB-JAR1Y3
9;Sucre;Urbana;UTS COLIBRI;C 18 # 8A - 15;JUEGO EN ACCION PARA UNA INFANCIA MEJOR;;;Miercoles;;;;;10:00.am;10:45.am;;;No aplica;Cali juega;ANA MORA;CJ-PI-C9-UTSCB-PREJAR1Y2
9;Sucre;Urbana;UTS COLIBRI;C 18 # 8A - 15;JUEGO EN ACCION PARA UNA INFANCIA MEJOR;;;Miercoles;;;;;10:45.am;11:20.am;;;No aplica;Cali juega;ANA MORA;CJ-PI-UTSCB-JAR2
9;Sucre;Urbana;UTS COLIBRI;C 18 # 8A - 15;JUEGO EN ACCION PARA UNA INFANCIA MEJOR;;;;Jueves;;;;9:30.am;10:15.am;;;No aplica;Cali juega;ANA MORA;CJ-PI-UTSCB-PARV1
9;Sucre;Urbana;UTS COLIBRI;C 18 # 8A - 15;JUEGO EN ACCION PARA UNA INFANCIA MEJOR;;;;Jueves;;;;10:15.am;11:00.am;;;No aplica;Cali juega;ANA MORA;CJ-PI-UTSCB-PARV2Y3
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1866;RECREO DEPORTIVO;;Martes;;;;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2287
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1867;RECREO DEPORTIVO;;Martes;;;;;;8:00AM;9:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2288
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1868;RECREO DEPORTIVO;;Martes;;;;;;10:00AM;11:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2289
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1869;RECREO DEPORTIVO;;Martes;;;;;;11:00AM;12:00pm;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2290
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1870;RECREO DEPORTIVO;;;Miercoles;;;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2291
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1871;RECREO DEPORTIVO;;;Miercoles;;;;;8:00AM;9:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2292
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1872;RECREO DEPORTIVO;;;;Jueves;;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2293
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1873;RECREO DEPORTIVO;;;;;Viernes;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2294
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1874;RECREO DEPORTIVO;;;;;Viernes;;;8:00AM;9:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2295
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- JOSE MARIA CORDOBA;1875;RECREO DEPORTIVO;;Martes;;Jueves;;;;7:50AM-7:50AM;8:40am-8:40am;;;No aplica;Deporte Escolar;MARIA ARBOLEDA;2296
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- JOSE MARIA CORDOBA;1876;RECREO DEPORTIVO;;Martes;;Jueves;;;;8:40AM-8:40AM;9:30am-9:30am;;;No aplica;Deporte Escolar;MARIA ARBOLEDA;2297
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- JOSE MARIA CORDOBA;1877;RECREO DEPORTIVO;;Martes;;Jueves;;;;11:15AM-10:30AM;12:00pm-11:15am;;;No aplica;Deporte Escolar;MARIA ARBOLEDA;2298
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- JOSE MARIA CORDOBA;1878;RECREO DEPORTIVO;;Martes;;Jueves;;;;10:30AM-11:15AM;11:15am-12:00pm;;;No aplica;Deporte Escolar;MARIA ARBOLEDA;2299
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- JOSE MARIA CORDOBA;1879;RECREO DEPORTIVO;;;Miercoles;;;;;7:50AM;9:30am;;;No aplica;Deporte Escolar;MARIA ARBOLEDA;2300
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- JOSE MARIA CORDOBA;1880;RECREO DEPORTIVO;;;Miercoles;;;;;10:30AM;12:00pm;;;No aplica;Deporte Escolar;MARIA ARBOLEDA;2301
9;Aranjuez;Urbana;I.E GENERAL ALFREDO VASQUEZ COBO- NUESTRA SEÑORA DE LOS REMEDIOS;1942;RECREO DEPORTIVO;;Martes;;;;;;8:00AM;12:00pm;;;No aplica;Deporte Escolar;SEBASTIAN BURBANO;2363
9;Aranjuez;Urbana;I.E GENERAL ALFREDO VASQUEZ COBO- NUESTRA SEÑORA DE LOS REMEDIOS;1943;RECREO DEPORTIVO;;;Miercoles;;;;;7:00AM;8:40am;;;No aplica;Deporte Escolar;SEBASTIAN BURBANO;2364
9;Aranjuez;Urbana;I.E GENERAL ALFREDO VASQUEZ COBO- NUESTRA SEÑORA DE LOS REMEDIOS;1944;RECREO DEPORTIVO;;;Miercoles;;;;;9:30AM;10:30am;;;No aplica;Deporte Escolar;SEBASTIAN BURBANO;2365
9;Aranjuez;Urbana;I.E GENERAL ALFREDO VASQUEZ COBO- NUESTRA SEÑORA DE LOS REMEDIOS;1946;RECREO DEPORTIVO;;;;Jueves;;;;9:00AM;10:30am;;;No aplica;Deporte Escolar;SEBASTIAN BURBANO;2367
9;Aranjuez;Urbana;I.E GENERAL ALFREDO VASQUEZ COBO- NUESTRA SEÑORA DE LOS REMEDIOS;1947;RECREO DEPORTIVO;;;;;Viernes;;;7:00AM;8:40am;;;No aplica;Deporte Escolar;SEBASTIAN BURBANO;2368
9;Aranjuez;Urbana;I.E GENERAL ALFREDO VASQUEZ COBO- NUESTRA SEÑORA DE LOS REMEDIOS;1948;RECREO DEPORTIVO;;;;;Viernes;;;8:45AM;10:30am;;;No aplica;Deporte Escolar;SEBASTIAN BURBANO;2369
9;Aranjuez;Urbana;I.E GENERAL ALFREDO VASQUEZ COBO- NUESTRA SEÑORA DE LOS REMEDIOS;1949;RECREO DEPORTIVO;;Martes;;;;;;7:00AM;8:40am;;;No aplica;Deporte Escolar;SEBASTIAN BURBANO;2370
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1950;RECREO DEPORTIVO;;Martes;;;;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2371
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1951;RECREO DEPORTIVO;;Martes;;;;;;8:00AM;9:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2372
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1952;RECREO DEPORTIVO;;Martes;;;;;;10:00AM;11:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2373
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1953;RECREO DEPORTIVO;;Martes;;;;;;11:00AM;12:00pm;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2374
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1954;RECREO DEPORTIVO;;;Miercoles;;;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2375
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1955;RECREO DEPORTIVO;;;Miercoles;;;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2376
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1956;RECREO DEPORTIVO;;;Miercoles;;;;;10:00AM;11:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2377
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1957;RECREO DEPORTIVO;;;;Jueves;;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2378
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1958;RECREO DEPORTIVO;;;;;Viernes;;;7:00AM;8:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2379
9;Barrio Obrero;Urbana;I.E REPUBLICA DE ARGENTINA- POLICARPA SALAVARRIETA;1959;RECREO DEPORTIVO;;;;;Viernes;;;8:00AM;9:00am;;;No aplica;Deporte Escolar;CARLOS JARAMILLO;2380
9;Junín;Urbana;Parque Recreativo Junin;carrera 24 # 12a-12;SESIONES LUDICOPEDAGOGICAS;;;Miercoles;;Viernes;;;7:00.pm-7:00.pm;8:30.pm-8:30.pm;;;No aplica;Poblacion y Etnias;MELISA TREJO;PYE-LGTBIQ+-COLECTIVOS-C9-DIVERSOS-MELISSA TREJOS-G03
9;Guayaquil;Urbana;Centro Regional de Atención a Victimas CRAV;K 16 # 15 - 75;SESIONES LUDICOPEDAGOGICAS;;;Miercoles;;;;;10:00.am;11:30.am;;;No aplica;Poblacion y Etnias;JULIO VIVEROS;PYE-VICTIMAS-C9-CRAV-JULIO VIVEROS
9;BretaÃ±a;Urbana;ESCUELA REPUBLICA DEL PERU;C 9E # 32 30;AJEDREZ;;Martes;;Jueves;;;;14:30:00; 16:00:00;;114;Fundamentacion;Deporvida;FRANCISCO  RODRiGUEZ SaNCHEZ;-
9;BretaÃ±a;Urbana;ESCUELA REPUBLICA DEL PERU;C 9E # 32 30;AJEDREZ;;Martes;;Jueves;;;;16:00:00; 17:30:00;;115;Fundamentacion;Deporvida;FRANCISCO  RODRiGUEZ SaNCHEZ;-
9;Manuel Maria Buenaventura;Urbana;PARQUE RECREATIVO CIEN PALOS;C 18 # 21 00;BALONCESTO;Lunes;;Miercoles;;Viernes;;;16:00:00; 17:00:00;;117;Fundamentacion;Deporvida;JUAN FERNANDO CALERO SAA;-
9;Manuel Maria Buenaventura;Urbana;PARQUE RECREATIVO CIEN PALOS;C 18 # 21 00;BALONCESTO;Lunes;;Miercoles;;Viernes;;;18:00:00; 19:00:00;;118;Irradiacion;Deporvida;JUAN FERNANDO CALERO SAA;-
9;Manuel Maria Buenaventura;Urbana;PARQUE RECREATIVO CIEN PALOS;C 18 # 21 00;BALONCESTO;Lunes;;Miercoles;;Viernes;;;17:00:00; 18:00:00;;119;Fundamentacion;Deporvida;JUAN FERNANDO CALERO SAA;-
9;Barrio Obrero;Urbana;Canchas sinteticas Pascual Obrero;K 12 # 22A 51;FUTBOL SALA;Lunes;;Miercoles;;;;;14:00:00; 15:30:00;;49;Irradiacion;Deporvida;DIEGO FERNANDO SALDAÃ‘A FLOREZ;-
9;Barrio Obrero;Urbana;CANCHA MULTIPLE PASCUAL DEL OBRERO;K 12 # 22A 51;FUTBOL SALA;Lunes;;Miercoles;;;;;15:30:00; 17:00:00;;50;Fundamentacion;Deporvida;DIEGO FERNANDO SALDAÃ‘A FLOREZ;-
9;Sucre;Urbana;la casita de manuel;C 18 # 7 51;FUTBOL SALA;;Martes;;Jueves;;;;14:00:00; 15:30:00;;51;Irradiacion;Deporvida;DIEGO FERNANDO SALDAÃ‘A FLOREZ;-
9;Sucre;Urbana;la casita de manuel;C 18 # 7 51;FUTBOL SALA;;Martes;;Jueves;;;;15:30:00; 17:00:00;;52;Base;Deporvida;DIEGO FERNANDO SALDAÃ‘A FLOREZ;-
9;BretaÃ±a;Urbana;ESCUELA REPUBLICA DEL PERU;C 9E # 32 30;FUTBOL SALA;Lunes;;Miercoles;;;;;14:00:00; 15:30:00;;120;Irradiacion;Deporvida;CARLOS HUGO OVIEDO PELAEZ;-
9;BretaÃ±a;Urbana;ESCUELA REPUBLICA DEL PERU;C 9E # 32 30;FUTBOL SALA;Lunes;;Miercoles;;;;;15:30:00; 17:00:00;;121;Irradiacion;Deporvida;CARLOS HUGO OVIEDO PELAEZ;-
9;BretaÃ±a;Urbana;ESCUELA REPUBLICA DEL PERU;C 9E # 32 30;VOLEIBOL;;Martes;;Jueves;;;;15:30:00; 17:00:00;;469;Fundamentacion;Deporvida;CARLOS HUGO OVIEDO PELAEZ;-
9;Aranjuez;Urbana;PARQUE RECREATIVO CIEN PALOS;C 18 # 21 - 00;SKATEBOARDING;;Martes;;Jueves;;;;3:00.pm-3:00.pm;4:30.pm-4:30.pm;;;No aplica;Vertigo;CRISTIAN VARGAS;VT-SKATEBOARDING-C21-CRISTIAN VARGAS-CIEN PALOS-G01
10;Santa Elena;Urbana;PARQUE DE LA INDIA ELENA;Carrera 26 Calle 17;FUNCIONAL;;;Miercoles;;;;;7:30.am;8:30.am;;;No aplica;ActivaMente;FELIX GIRALDO;ACT-C-10-FELIX -G03- ALEGRIA DE VIVIR
10;Panamericano;Urbana;PARQUE  RECREATIVO PANAMERICANO;K 46A # 12B - 00;FUNCIONAL;Lunes;;;;;;;7:30.am;8:30.am;;;No aplica;ActivaMente;FELIX GIRALDO;ACT-C-10-FELIX G-G01- AMISTAD Y CARIÑO
10;San Judas Tadeo I;Urbana;CANCHA MULTIPLE SAN JUDAS 2;CRA 23 CON C 49;FUNCIONAL;;Martes;;;;;;6:00.am;8:00.am;;;No aplica;ActivaMente;FELIX GIRALDO;ACT-C-10-FELIX G-G02- TORNASOL-VIDA ES SALUD
10;El Guabal;Urbana;CANCHA EL GUABAL;K 41A # 14C - 50;FUNCIONAL;;;;Jueves;;;;6:00.am;7:00.am;;;No aplica;ActivaMente;FELIX GIRALDO;ACT-C-10-FELIX G-G04- LAS MAÑANITAS
10;El Guabal;Urbana;CANCHA EL GUABAL;K 41A # 14C - 50;FUNCIONAL;;;;Jueves;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;FELIX GIRALDO;ACT-C-10-FELIX G-G05- AHNELOS DE VIVIR
10;El Guabal;Urbana;POLIDEPORTIVO EL GUABAL;K 40B # 13 - 47;FUNCIONAL;;;;;Viernes;;;7:00.am;8:00.am;;;No aplica;ActivaMente;FELIX GIRALDO;ACT-C-10-FELIX G-G06- AMAR ES VIVIR
10;Olímpico;Urbana;PARQUE EL OLIMPICO;CLL 12 CON CRA 34;FUNCIONAL;;;;;Viernes;;;8:00.am;9:00.am;;;No aplica;ActivaMente;FELIX GIRALDO;ACT-C-10-FELIX G-G07- LA VIDA ES BELLA
10;Cristóbal Colón;Urbana;Polideportivo cristobal Colon;Calle 23 con Carrera  37a;FUNCIONAL;;;;Jueves;;;;7:10.am;8:10.am;;;No aplica;ActivaMente;JHONATAN MEJIA;ACT-C-10-JHONATAN M -G03- GRUPO-RENACER
10;San Judas Tadeo I;Urbana;CANCHA MULTIPLE SAN JUDAS 2;CRA 23 CON C 49;FUNCIONAL;Lunes;;Miercoles;;;;;7:00.pm-7:00.pm;8:10.pm-8:00.pm;;;No aplica;ActivaMente;JHONATAN MEJIA;ACT-C-10-JHONATAN M -G04- GRUPO-LAS 50
10;Colseguros Andes;Urbana;POLIDEPORTIVO COLSEGUROS ANDES;CLL 12 CON CRA 29B;FUNCIONAL;Lunes;;Miercoles;;;;;8:10.am-8:10.am;9:10.am-9:10.am;;;No aplica;ActivaMente;MAURICIO GORDILLO;ACT-C-10-MAURICIO G -G03- GRUPO-OASIS DE PASOANCHO
10;Panamericano;Urbana;Unidad Recreativa Los Castores;C 11 # 41A - 36;FUNCIONAL;;Martes;;Jueves;;;;8:10.am-8:10.am;9:10.am-9:10.am;;;No aplica;ActivaMente;MAURICIO GORDILLO;ACT-C-10-MAURICIO G -G04- GRUPO-COMPARTIR
10;Santa Elena;Urbana;UNIDAD RECREATIVA EL DESCUBRIMIENTO;K 23 # 35 - 00;FUNCIONAL;;Martes;;;;;;7:10.am;8:10.am;;;No aplica;ActivaMente;MAURICIO GORDILLO;ACT-C-10-MAURICIO G -G05- GRUPO-COMPARTIR
10;El Dorado;Urbana;POLIDEPORTIVO EL DORADO;CLL 13A CON CRA 36;FUNCIONAL;;;Miercoles;;;;;7:10.am;8:10.am;;;No aplica;ActivaMente;MAURICIO GORDILLO;ACT-C-10-MAURICIO G -G06- GRUPO-EL DORADO
10;El Guabal;Urbana;cancha múltiple los colores;Calle 23 con Carrera 39;FUNCIONAL;Lunes;;Miercoles;;;;;6:10.am-6:10.am;7:10.am-7:10.am;;;No aplica;ActivaMente;MAURICIO GORDILLO;ACT-C-10-MAURICIO G-G01- GRUPO-RENOVACION
10;Jorge Zawadsky;Urbana;POLIDEPORTIVO JORGE ZAWADSKY;CARRERA 48 #13B-37;FUNCIONAL;;Martes;Miercoles;;;;;8:30.am-7:30.am;9:30.am-8:30.am;;;No aplica;ActivaMente;OTONIEL GONZALEZ;ACT-C-10-OTONIEL G G-G3-JORGE SAWADSKY
10;Barrio Departamental;Urbana;SALÓN COMUNAL BARRIO DEPARTAMENTAL;Carrera 46 #11-86;FUNCIONAL;;Martes;;;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;OTONIEL GONZALEZ;ACT-C-10-OTONIEL G G-G4-DEPARTAMENTAL
10;El Guabal;Urbana;POLIDEPORTIVO EL GUABAL;K 40B # 13 - 47;FUNCIONAL;;;;Jueves;;;;7:15.pm;8:15.pm;;;No aplica;ActivaMente;PAOLA FERNÁNDEZ;ACT-C-10-PAOLA F-06-GUABAL FITNESS-06
10;Las Acacias;Urbana;SEDE COMUNAL LAS ACACIAS;CRA 24B # 19A - 14;FUNCIONAL;;;Miercoles;;;;;7:15.pm;8:15.pm;;;No aplica;ActivaMente;PAOLA FERNÁNDEZ;ACT-C-10-PAOLA F-MUSICALIZADA-LAS ACACIAS-G05
10;Pasoancho;Urbana;Polideportivo Pasoancho;K 41 ENTRE C 11 Y 12;FUNCIONAL;;;;;Viernes;;;7:30.pm;8:30.pm;;;No aplica;ActivaMente;PAOLA FERNÁNDEZ;ACT-C-10-PAOLA F-MUSICALIZADA-RENACER ARCOIRIS PASO ANCHO-G07
10;El Guabal;Urbana;cancha múltiple los colores;Calle 23 con Carrera 39;FUNCIONAL;;Martes;;Jueves;;;;5:00.pm-5:00.pm;6:00.pm-6:00.pm;;;No aplica;ActivaMente;CARMEN GAMBOA;ACT-C-16-CARMEN G-G2-GRUPO ESPLANDOR
10;Colseguros Andes;Urbana;POLIDEPORTIVO COLSEGUROS ANDES;CLL 12 CON CRA 29B;FUNCIONAL;;;;Jueves;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;MAURICIO GORDILLO;ACT-C-19-MAURICIO G -G07- GRUPO-LOREAL
10;La Selva;Urbana;POLIDEPORTIVO LA SELVA;C 14 # 48A - 32;FUNCIONAL;;Martes;;Jueves;;;;7:00.pm-7:00.am;8:00.am-8:00.am;;;No aplica;ActivaMente;LARRY CASTILLO;ACT-C-1O-LARRY CASTILLO-G08- GRUPO SELVA
10;La Selva;Urbana;POLIDEPORTIVO LA SELVA;C 14 # 48A - 32;FUNCIONAL;Lunes;;;;Viernes;;;7:30.am-7:30.am;8:30.am-8:30.am;;;No aplica;ActivaMente;OTONIEL GONZALEZ;ACT-C-7-OTONIEL G G-G2-LA SELVA
